Index;Fuel type;Body type;Engine;Gearbox;Doors;Seats;Emission;Service history
425;Petrol;Hatchback;1.3L;Manual;3;5;Euro 6;Null
426;Diesel;Coupe;3.0L;Automatic;2;4;Euro 4;Null
428;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Null
429;Petrol;Hatchback;1.4L;Manual;5;5;Euro 4;Null
430;Petrol;Hatchback;1.8L;Manual;5;5;Euro 5;Null
431;Diesel;Hatchback;1.4L;Manual;5;5;Euro 6;Null
433;Diesel;Estate;1.6L;Manual;5;5;Euro 6;Null
434;Petrol;Convertible;2.5L;Manual;2;4;Euro 3;Null
435;Petrol;Hatchback;1.6L;Automatic;5;5;Euro 4;Null
436;Petrol;Coupe;5.0L;Automatic;2;4;Euro 6;Null
437;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Null
438;Petrol;Hatchback;1.8L;Automatic;5;5;Euro 4;Null
439;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Full
440;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
441;Petrol;Saloon;1.6L;Automatic;4;5;Euro 5;Null
442;Petrol;Saloon;2.0L;Manual;4;5;Euro 5;Null
443;Petrol;Convertible;2.0L;Manual;2;4;Euro 3;Null
444;Petrol;Hatchback;1.6L;Manual;5;5;Euro 5;Null
445;Diesel;Estate;1.6L;Manual;5;5;Euro 6;Null
447;Diesel;Hatchback;1.6L;Manual;5;5;Euro 6;Null
448;Petrol;Hatchback;1.6L;Manual;5;5;Euro 5;Null
449;Petrol;Hatchback;1.6L;Automatic;5;5;Euro 4;Null
450;Petrol;Saloon;1.6L;Automatic;4;5;Euro 4;Null
451;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
452;Petrol;SUV;1.5L;Manual;5;5;Euro 4;Null
453;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Null
454;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
455;Petrol;Hatchback;1.6L;Manual;5;5;Euro 5;Null
456;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
457;Petrol;Hatchback;1.4L;Manual;3;4;Euro 4;Null
458;Petrol;Hatchback;1.2L;Manual;3;5;Euro 5;Null
459;Petrol Plug-in Hybrid;Saloon;2.0L;Automatic;4;5;Euro 6;Null
461;Petrol;Hatchback;1.3L;Automatic;5;5;Euro 6;Null
462;Petrol;Convertible;1.8L;Automatic;2;4;Euro 4;Null
463;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
464;Petrol;Hatchback;1.0L;Manual;5;5;Euro 4;Null
465;Petrol;Hatchback;1.4L;Manual;3;5;Euro 5;Null
466;Diesel;Hatchback;1.6L;Automatic;5;5;Euro 4;Null
467;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Null
468;Petrol;Hatchback;1.6L;Manual;5;5;Euro 5;Full
469;Petrol;Hatchback;1.4L;Automatic;5;5;Euro 5;Null
470;Petrol;Saloon;2.0L;Manual;4;5;Euro 4;Null
471;Petrol;Hatchback;1.6L;Manual;3;4;Euro 3;Null
472;Diesel;Hatchback;1.6L;Manual;5;5;Euro 4;Null
473;Petrol;Hatchback;1.3L;Automatic;5;5;Euro 6;Null
475;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
476;Petrol;Hatchback;1.4L;Manual;3;5;Euro 5;Full
477;Petrol;Hatchback;1.4L;Manual;5;5;Euro 4;Full
478;Petrol;Saloon;1.8L;Automatic;4;5;Euro 4;Full
479;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
480;Diesel;MPV;1.6L;Manual;5;5;Euro 5;Full
481;Petrol;Saloon;1.6L;Manual;4;5;Euro 4;Null
482;Diesel;Saloon;3.0L;Automatic;4;5;Euro 4;Null
483;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Full
484;Petrol;Hatchback;1.4L;Manual;3;4;Euro 4;Null
485;Petrol;Hatchback;0.8L;Automatic;5;5;Euro 4;Null
486;Petrol;Hatchback;1.2L;Manual;3;5;Euro 5;Null
487;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
489;Petrol;SUV;1.6L;Manual;5;5;Euro 6;Null
490;Petrol;Saloon;2.0L;Automatic;4;5;Euro 4;Null
491;Petrol;Saloon;2.0L;Automatic;4;5;Euro 4;Null
492;Petrol;SUV;2.4L;Manual;5;5;Euro 4;Null
493;Petrol;Saloon;3.5L;Automatic;4;5;Euro 4;Full
494;Petrol;Hatchback;1.6L;Automatic;5;5;Euro 5;Null
495;Petrol;Hatchback;1.3L;Manual;5;5;Euro 5;Null
496;Petrol;Saloon;2.5L;Manual;4;5;Euro 4;Null
497;Petrol;Hatchback;1.6L;Manual;3;4;Euro 5;Null
498;Petrol;Hatchback;2.0L;Automatic;5;5;Euro 4;Full
499;Petrol;Hatchback;1.6L;Automatic;5;5;Euro 3;Null
500;Petrol;Hatchback;1.0L;Manual;3;5;Euro 6;Null
501;Petrol;SUV;1.6L;Manual;5;5;Euro 6;Null
503;Petrol;Hatchback;1.3L;Automatic;5;5;Euro 6;Null
504;Petrol;Convertible;1.4L;Manual;2;2;Euro 4;Full
505;Diesel;Saloon;2.0L;Automatic;4;5;Euro 6;Null
506;Diesel;Saloon;2.7L;Automatic;4;5;Euro 4;Full
507;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
508;Petrol;MPV;1.5L;Manual;5;5;Euro 4;Null
509;Petrol;Hatchback;1.2L;Manual;5;5;Euro 4;Null
510;Petrol;SUV;1.2L;Manual;5;5;Euro 5;Full
511;Petrol;Hatchback;1.3L;Manual;5;5;Euro 4;Full
512;Petrol;Saloon;2.5L;Automatic;4;5;Euro 4;Null
513;Petrol;MPV;1.6L;Manual;5;5;Euro 3;Null
514;Petrol;Hatchback;1.8L;Manual;5;5;Euro 5;Null
515;Petrol;Hatchback;1.3L;Automatic;5;5;Euro 6;Null
517;Diesel;Hatchback;1.5L;Manual;5;5;Euro 6;Null
518;Petrol;Hatchback;1.3L;Manual;5;5;Euro 4;Null
519;Petrol;Saloon;2.4L;Automatic;4;5;Euro 4;Null
520;Petrol;SUV;2.0L;Automatic;5;5;Euro 3;Null
521;Petrol;Hatchback;1.2L;Manual;3;4;Euro 5;Full
522;Petrol;Hatchback;1.8L;Manual;5;5;Euro 4;Null
523;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
524;Petrol;Hatchback;1.4L;Automatic;5;5;Euro 4;Null
525;Petrol;Hatchback;1.2L;Manual;5;5;Euro 4;Null
526;Petrol;Hatchback;1.6L;Automatic;5;5;Euro 3;Null
527;Petrol;Hatchback;1.6L;Manual;3;4;Euro 4;Null
528;Petrol;Hatchback;1.6L;Manual;5;5;Euro 5;Null
529;Diesel;Hatchback;1.5L;Manual;5;5;Euro 6;Null
531;Diesel;Hatchback;1.6L;Manual;5;5;Euro 6;Null
532;Diesel;Hatchback;1.5L;Manual;5;5;Euro 6;Null
533;Diesel;Hatchback;1.6L;Manual;5;5;Euro 5;Null
534;Petrol;Hatchback;1.8L;Automatic;5;5;Euro 4;Null
535;Diesel;Estate;1.6L;Manual;5;5;Euro 5;Null
536;Diesel;SUV;2.0L;Manual;5;5;Euro 6;Null
537;Petrol;Hatchback;1.6L;Manual;3;4;Euro 5;Null
538;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Full
539;Petrol;Saloon;1.8L;Manual;4;5;Euro 4;Null
540;Petrol;Convertible;1.8L;Manual;2;4;Euro 5;Full
541;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
542;Petrol;Hatchback;1.6L;Manual;5;5;Euro 5;Null
543;Diesel;Hatchback;1.6L;Manual;5;5;Euro 6;Null
545;Diesel;Hatchback;1.6L;Manual;5;5;Euro 6;Null
546;Petrol;MPV;1.2L;Manual;5;5;Euro 5;Full
547;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
548;Diesel;Hatchback;1.6L;Manual;5;5;Euro 5;Null
549;Petrol;Saloon;2.5L;Automatic;4;5;Euro 4;Null
550;Petrol;Convertible;1.3L;Manual;3;4;Euro 4;Null
551;Petrol;MPV;2.0L;Automatic;;;Null;
552;Petrol;Hatchback;1.4L;Manual;3;5;Euro 6;Null
553;Petrol;Hatchback;1.2L;Manual;3;5;Euro 5;Full
554;Petrol;Coupe;1.6L;Manual;2;4;Euro 4;Null
555;Diesel;Hatchback;1.5L;Manual;3;4;Euro 6;Null
556;Petrol;Hatchback;1.8L;Manual;5;5;Euro 5;Null
557;Diesel;Hatchback;1.6L;Manual;5;5;Euro 6;Null
559;Diesel;Hatchback;1.6L;Manual;5;5;Euro 6;Null
560;Diesel;Estate;1.6L;Manual;5;5;Euro 6;Null
561;Petrol;Estate;2.0L;Manual;5;5;Euro 4;Full
562;Petrol;Hatchback;1.4L;Manual;3;5;Euro 4;Null
563;Petrol;SUV;1.2L;Manual;5;5;Euro 6;Null
564;Petrol;Hatchback;1.4L;Manual;5;4;Euro 4;Null
565;Petrol;Hatchback;1.4L;Manual;5;5;Euro 4;Null
566;Petrol;Hatchback;1.4L;Manual;5;5;Euro 4;Null
567;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Full
568;Petrol;SUV;2.0L;Automatic;5;5;Euro 4;Null
569;Petrol;MPV;1.8L;Automatic;5;7;Euro 4;Null
570;Petrol;Hatchback;1.6L;Manual;5;5;Euro 5;Null
571;Diesel;Estate;1.6L;Manual;5;5;Euro 6;Null
573;Diesel;Estate;1.6L;Manual;5;5;Euro 6;Null
574;Petrol;Convertible;3.0L;Automatic;2;4;Euro 4;Null
575;Petrol;Hatchback;1.0L;Manual;3;4;Euro 5;Null
576;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Null
577;Diesel;Saloon;2.7L;Automatic;4;5;Euro 3;Null
578;Petrol;MPV;1.6L;Manual;5;7;Euro 3;Null
579;Diesel;Estate;2.0L;Automatic;5;5;Euro 5;Full
580;Petrol;Hatchback;1.4L;Manual;5;5;Euro 4;Null
581;Petrol;Hatchback;1.5L;Manual;5;5;Euro 6;Null
582;Petrol;Hatchback;2.0L;Manual;3;5;Euro 3;Null
583;Petrol;Convertible;2.0L;Automatic;2;4;Euro 3;Null
584;Diesel;Hatchback;1.6L;Manual;5;5;Euro 4;Null
585;Petrol;Hatchback;1.5L;Manual;3;4;Euro 6;Null
587;Petrol Plug-in Hybrid;Saloon;2.0L;Automatic;4;5;Euro 6;Null
588;Diesel;Hatchback;1.8L;Manual;5;5;Euro 4;Null
589;Petrol;Hatchback;1.6L;Manual;5;5;Euro 5;Null
590;Petrol;Hatchback;1.3L;Automatic;5;5;Euro 6;Null
591;Petrol;SUV;2.4L;Manual;5;5;Euro 4;Null
592;Diesel;Hatchback;2.0L;Manual;3;5;Euro 4;Null
593;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Null
594;Diesel;SUV;2.2L;Manual;5;5;Euro 4;Null
595;Petrol;Hatchback;1.2L;Manual;3;4;Euro 4;Null
596;Diesel;Saloon;1.6L;Manual;4;5;Euro 5;Null
597;Petrol;Hatchback;1.4L;Manual;3;5;Euro 5;Null
598;Petrol;Hatchback;1.4L;Manual;5;5;Euro 4;Null
599;Petrol Plug-in Hybrid;Saloon;2.0L;Automatic;4;5;Euro 6;Null
601;Petrol;Hatchback;1.3L;Automatic;5;5;Euro 6;Null
602;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Full
603;Petrol;MPV;1.6L;Manual;5;7;Euro 5;Null
604;Petrol;MPV;1.8L;Manual;5;6;Euro 4;Null
605;Petrol;Hatchback;1.6L;Automatic;5;5;Euro 5;Null
606;Petrol;Hatchback;1.0L;Manual;3;5;Euro 4;Null
607;Diesel;Saloon;2.1L;Automatic;4;5;Euro 5;Null
608;Diesel;Hatchback;2.0L;Manual;5;5;Euro 4;Null
609;Petrol;Hatchback;1.4L;Automatic;5;5;Euro 4;Null
610;Petrol;Saloon;1.8L;Automatic;4;5;Euro 4;Null
611;Petrol;Saloon;5.0L;Automatic;4;4;Euro 4;Full
612;Diesel;Hatchback;1.2L;Manual;5;5;Euro 5;Null
613;Diesel;Hatchback;1.4L;Manual;5;5;Euro 6;Null
615;Diesel;Estate;1.6L;Manual;5;5;Euro 6;Null
616;Petrol;Coupe;2.0L;Automatic;2;4;Euro 5;Null
617;Petrol;Hatchback;1.6L;Automatic;3;4;Euro 4;Null
618;Petrol;Coupe;2.0L;Manual;2;4;Euro 4;Null
619;Diesel;SUV;2.0L;Manual;5;5;Euro 4;Null
620;Petrol;Hatchback;1.0L;Automatic;5;4;Euro 4;Null
621;Petrol;Hatchback;1.8L;Manual;5;5;Euro 5;Null
622;Petrol;Coupe;2.0L;Automatic;3;4;Euro 5;Null
623;Petrol;Hatchback;1.8L;Manual;5;5;Euro 4;Null
624;Petrol;Saloon;2.5L;Automatic;4;5;Euro 3;Null
625;Petrol;Hatchback;1.4L;Manual;5;5;Euro 4;Null
626;Petrol;Hatchback;1.0L;Manual;3;5;Euro 6;Null
627;Diesel;Hatchback;1.5L;Manual;5;5;Euro 6;Null
629;Diesel;Estate;1.6L;Manual;5;5;Euro 6;Null
630;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
631;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
632;Petrol;Hatchback;1.6L;Manual;3;5;Euro 5;Null
633;Petrol;Hatchback;1.4L;Manual;3;4;Euro 4;Null
634;Petrol;Hatchback;1.4L;Automatic;5;5;Euro 5;Null
635;Petrol;Hatchback;1.3L;Manual;5;5;Euro 3;Null
636;Petrol;MPV;1.8L;Manual;5;7;Euro 4;Full
637;Petrol;Hatchback;1.4L;Manual;5;5;Euro 4;Null
638;Petrol;MPV;1.6L;Manual;5;7;Euro 5;Null
639;Diesel;Hatchback;1.7L;Manual;;5;Null;
640;Petrol;Hatchback;1.4L;Manual;5;5;Euro 4;Null
641;Diesel;Estate;1.6L;Manual;5;5;Euro 6;Null
643;Petrol;Hatchback;1.3L;Automatic;5;5;Euro 6;Null
644;Petrol;Hatchback;1.6L;Automatic;5;5;Euro 5;Full
645;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Null
646;Petrol;Hatchback;1.6L;Manual;5;5;Euro 5;Full
647;Diesel;Saloon;2.1L;Manual;4;5;Euro 6;Full
648;Petrol;Saloon;3.0L;Automatic;4;5;Euro 4;Null
649;Petrol;Estate;2.0L;Automatic;5;5;Euro 4;Null
650;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
651;Petrol;Hatchback;1.2L;Manual;3;5;Euro 5;Null
652;Diesel;Coupe;2.0L;Automatic;2;4;Euro 4;Null
653;Petrol;SUV;2.0L;Automatic;5;5;Euro 4;Full
654;Petrol;Hatchback;1.0L;Manual;3;5;Euro 6;Null
655;Petrol;SUV;1.6L;Manual;5;5;Euro 6;Null
657;Diesel;Hatchback;1.6L;Manual;5;5;Euro 6;Null
658;Petrol;Hatchback;1.6L;Automatic;3;5;Euro 3;Null
659;Petrol;Hatchback;1.3L;Manual;5;5;Euro 4;Null
660;Petrol;SUV;1.6L;Manual;5;7;Euro 5;Full
661;Diesel;Saloon;3.0L;Automatic;4;5;Euro 5;Null
662;Petrol;Hatchback;1.0L;Manual;5;5;Euro 5;Null
663;Petrol;Hatchback;1.2L;Manual;3;5;Euro 5;Null
664;Petrol;Convertible;1.8L;Automatic;2;2;Euro 4;Null
665;Diesel;Estate;1.6L;Manual;5;5;Euro 5;Full
666;Petrol;Hatchback;1.2L;Manual;3;4;Euro 5;Null
667;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
668;Petrol;Hatchback;1.2L;Manual;3;5;Euro 5;Null
669;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
671;Diesel;Hatchback;1.4L;Manual;5;5;Euro 6;Null
672;Petrol;MPV;2.5L;Manual;5;7;Euro 4;Full
673;Petrol;Coupe;2.0L;Automatic;2;4;Euro 5;Null
674;Petrol;Coupe;2.0L;Manual;2;5;Euro 4;Null
675;Diesel;Hatchback;2.0L;Manual;5;5;Euro 5;Null
676;Petrol;MPV;1.8L;Manual;5;7;Euro 4;Null
677;Petrol;MPV;1.6L;Manual;5;5;Euro 5;Null
678;Diesel;Saloon;1.6L;Manual;4;5;Euro 6;Null
679;Petrol;SUV;1.6L;Manual;5;5;Euro 5;Null
680;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
681;Petrol;Hatchback;1.0L;Manual;3;4;Euro 4;Null
682;Petrol;Hatchback;1.6L;Manual;5;5;Euro 5;Null
683;Diesel;Estate;1.6L;Manual;5;5;Euro 6;Null
685;Petrol;SUV;1.6L;Manual;5;5;Euro 6;Null
686;Petrol;Hatchback;2.0L;Automatic;5;5;Euro 4;Full
687;Petrol;SUV;1.6L;Manual;5;7;Euro 5;Null
688;Petrol;Hatchback;1.6L;Automatic;5;5;Euro 5;Null
689;Petrol;Hatchback;1.8L;Automatic;5;5;Euro 4;Null
690;Petrol;Coupe;3.0L;Automatic;2;4;Euro 4;Null
691;Petrol;Convertible;0.9L;Manual;2;4;Euro 5;Null
692;Petrol;Hatchback;1.4L;Manual;5;5;Euro 4;Null
693;Petrol;Saloon;1.0L;Automatic;2;;Null;
694;Petrol;SUV;1.6L;Manual;5;5;Euro 5;Null
695;Petrol;MPV;2.0L;Automatic;5;7;Euro 4;Null
696;Petrol;Hatchback;1.6L;Manual;5;5;Euro 5;Null
697;Petrol;SUV;1.6L;Manual;5;5;Euro 6;Null
699;Diesel;Estate;1.6L;Manual;5;5;Euro 6;Null
700;Petrol;Hatchback;1.6L;Automatic;5;5;Euro 4;Null
701;Petrol;Saloon;2.0L;Automatic;4;5;Euro 3;Null
702;Petrol;Hatchback;1.2L;Manual;3;4;Euro 5;Null
703;Petrol;Hatchback;1.6L;Manual;5;5;Euro 5;Null
704;Petrol;Hatchback;1.4L;Automatic;5;5;Euro 4;Null
705;Diesel;Saloon;2.0L;Manual;4;5;Euro 4;Null
706;Petrol;SUV;3.0L;Automatic;5;5;Euro 3;Null
707;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Null
708;Petrol;SUV;2.0L;Automatic;5;5;Euro 4;Null
709;Petrol;Estate;1.8L;Manual;5;5;Euro 4;Full
710;Petrol;Hatchback;1.6L;Manual;5;5;Euro 5;Null
711;Diesel;Estate;1.6L;Manual;5;5;Euro 6;Null
713;Diesel;Hatchback;1.5L;Manual;5;5;Euro 6;Null
714;Petrol;Estate;1.2L;Manual;5;5;Euro 4;Null
715;Petrol;Coupe;1.6L;Manual;3;5;Euro 5;Null
716;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
717;Petrol;SUV;4.2L;Automatic;5;5;Euro 3;Null
718;Petrol;Estate;2.5L;Automatic;5;5;Euro 4;Null
719;Petrol;Hatchback;1.0L;Manual;3;5;Euro 5;Null
720;Petrol;Hatchback;1.6L;Manual;3;4;Euro 3;Null
721;Diesel;MPV;1.6L;Manual;5;7;Euro 5;Null
722;Petrol;Hatchback;1.6L;Manual;5;5;Euro 5;Null
723;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Null
724;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
725;Diesel;Hatchback;1.4L;Manual;5;5;Euro 6;Null
727;Diesel;Hatchback;1.4L;Manual;5;5;Euro 6;Null
728;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Null
729;Petrol;Hatchback;1.3L;Manual;5;5;Euro 4;Full
730;Petrol;Saloon;;Automatic;;;Null;Full
731;Diesel;SUV;3.0L;Automatic;5;5;Euro 4;Null
732;Petrol;Hatchback;1.6L;Automatic;5;5;Euro 3;Null
733;Petrol;Hatchback;1.3L;Automatic;5;5;Euro 4;Null
734;Petrol Hybrid;Saloon;1.5L;Automatic;4;5;Euro 3;Null
735;Diesel;Saloon;2.0L;Manual;4;5;Euro 4;Null
736;Petrol;MPV;1.6L;Manual;5;7;Euro 4;Null
737;Diesel;Coupe;2.0L;Manual;3;5;Euro 5;Null
738;Diesel;Hatchback;1.6L;Manual;5;5;Euro 4;Null
739;Diesel;Hatchback;1.4L;Manual;5;5;Euro 6;Null
741;Diesel;Hatchback;1.4L;Manual;5;5;Euro 6;Null
742;Diesel;SUV;2.0L;Manual;5;5;Euro 5;Null
743;Petrol;Hatchback;1.8L;Manual;5;5;Euro 5;Null
744;Petrol;Saloon;2.5L;Manual;4;5;Euro 4;Full
745;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
746;Petrol;Hatchback;1.6L;Automatic;5;5;Euro 4;Null
747;Petrol;Hatchback;1.3L;Manual;5;5;Euro 4;Null
748;Petrol;Convertible;2.0L;Automatic;2;4;Euro 4;Null
749;Petrol;Hatchback;1.2L;Manual;3;5;Euro 6;Null
750;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Full
751;Petrol;Coupe;2.0L;Automatic;;;Null;
752;Diesel;Hatchback;1.2L;Manual;5;5;Euro 5;Null
753;Diesel;Hatchback;1.4L;Manual;5;5;Euro 6;Null
755;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
756;Petrol;MPV;1.6L;Manual;5;7;Euro 4;Null
757;Diesel;Hatchback;2.0L;Automatic;5;5;Euro 5;Null
758;Diesel;Coupe;1.5L;Manual;3;5;Euro 5;Null
759;Diesel;Saloon;2.0L;Automatic;4;5;Euro 5;Null
760;Petrol;SUV;4.4L;Automatic;5;5;Euro 3;Null
761;Petrol;Saloon;2.0L;Manual;4;5;Euro 5;Null
762;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
763;Petrol;Hatchback;1.8L;Automatic;3;5;Euro 5;Null
764;Petrol;Hatchback;1.2L;Manual;3;5;Euro 5;Null
765;Petrol;Convertible;2.2L;Manual;2;2;Euro 3;Null
766;Petrol;Hatchback;1.8L;Manual;5;5;Euro 5;Null
767;Diesel;Hatchback;1.6L;Manual;5;5;Euro 6;Null
769;Diesel;Hatchback;1.4L;Manual;5;5;Euro 6;Null
770;Petrol;Saloon;2.6L;Automatic;4;5;Euro 3;Null
771;Diesel;SUV;2.2L;Manual;5;5;Euro 5;Full
772;Petrol;SUV;1.6L;Manual;5;7;Euro 5;Null
773;Petrol;Hatchback;1.2L;Manual;3;4;Euro 4;Null
774;Petrol;Saloon;1.8L;Automatic;4;5;Euro 4;Null
775;Petrol;Hatchback;1.6L;Automatic;5;5;Euro 4;Null
776;Petrol;Hatchback;1.4L;Manual;5;5;Euro 4;Null
777;Petrol;Hatchback;1.2L;Automatic;5;5;Null;
778;Petrol;Hatchback;2.0L;Manual;5;5;Euro 5;Null
779;Petrol;SUV;2.4L;Manual;5;5;Euro 4;Full
780;Petrol;Hatchback;1.2L;Manual;3;5;Euro 5;Null
781;Diesel;Hatchback;1.4L;Manual;5;5;Euro 6;Null
783;Diesel;Estate;1.6L;Manual;5;5;Euro 6;Null
784;Diesel;MPV;2.0L;Automatic;5;7;Euro 5;Full
785;Petrol;Estate;1.2L;Manual;5;5;Euro 5;Null
786;Petrol;Hatchback;1.3L;Automatic;5;5;Euro 6;Null
787;Petrol;Hatchback;1.2L;Manual;3;4;Euro 5;Full
788;Petrol;Estate;2.0L;Automatic;5;;Null;
789;Petrol;Hatchback;1.6L;Manual;3;4;Euro 5;Null
790;Petrol;Saloon;4.3L;Automatic;4;5;Euro 4;Full
791;Petrol;Coupe;2.5L;Automatic;2;4;Euro 4;Null
792;Petrol;Hatchback;1.6L;Manual;5;5;Euro 5;Null
793;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
794;Diesel;Hatchback;1.2L;Manual;5;5;Euro 5;Null
795;Diesel;Estate;1.6L;Manual;5;5;Euro 6;Null
797;Diesel;Hatchback;1.6L;Manual;5;5;Euro 6;Null
798;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
799;Diesel;Hatchback;2.0L;Manual;5;5;Euro 5;Null
800;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Full
801;Diesel;Hatchback;2.0L;Manual;3;5;Euro 4;Full
802;Petrol;Hatchback;1.8L;Automatic;5;5;Euro 5;Null
803;Petrol;Hatchback;1.8L;Manual;3;5;Euro 4;Null
804;Petrol;MPV;2.0L;Automatic;5;5;Euro 4;Null
805;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
807;Petrol;Hatchback;1.4L;Manual;3;5;Euro 5;Null
808;Petrol;Hatchback;1.2L;Manual;3;5;Euro 5;Null
809;Petrol Plug-in Hybrid;Saloon;2.0L;Automatic;4;5;Euro 6;Null
811;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
812;Diesel;SUV;2.0L;Automatic;5;5;Euro 5;Null
813;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Null
814;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Full
815;Petrol;Hatchback;1.5L;Manual;5;5;Euro 5;Null
816;Diesel;Saloon;2.1L;Automatic;4;5;Euro 4;Null
817;Petrol;MPV;1.8L;Manual;5;5;Euro 4;Null
818;Petrol;Coupe;3.0L;Automatic;2;4;Euro 5;Null
819;Petrol;Saloon;2.4L;Automatic;4;5;Euro 4;Null
820;Diesel;Saloon;2.0L;Manual;4;5;Euro 5;Null
821;Petrol;Hatchback;1.2L;Manual;3;5;Euro 5;Null
822;Petrol;Hatchback;1.0L;Manual;3;5;Euro 6;Null
823;Petrol;Hatchback;1.3L;Automatic;5;5;Euro 6;Null
825;Diesel;Hatchback;1.5L;Manual;5;5;Euro 6;Null
826;Petrol;Saloon;2.5L;Automatic;4;5;Euro 4;Null
827;Diesel;Convertible;2.1L;Automatic;2;4;Euro 5;Null
828;Petrol;Hatchback;1.2L;Manual;5;5;Euro 4;Null
829;Petrol;Hatchback;1.2L;Manual;3;5;Euro 6;Null
830;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
831;Petrol;Hatchback;1.2L;Manual;5;5;Euro 4;Full
832;Petrol;Hatchback;1.6L;Manual;3;5;Euro 5;Null
833;Petrol;Hatchback;1.4L;Automatic;5;5;Euro 4;Null
834;Petrol;SUV;2.4L;Automatic;5;5;Euro 4;Null
835;Petrol;SUV;2.0L;Manual;5;7;Euro 4;Null
836;Diesel;Hatchback;1.6L;Manual;5;5;Euro 4;Null
837;Diesel;Hatchback;1.5L;Manual;5;5;Euro 6;Null
839;Diesel;Hatchback;1.6L;Manual;5;5;Euro 6;Null
840;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
841;Petrol;Hatchback;1.1L;Automatic;5;4;Euro 4;Null
842;Petrol;Saloon;2.0L;Manual;4;5;Euro 6;Null
843;Petrol;Hatchback;1.6L;Manual;3;4;Euro 4;Null
844;Diesel;Hatchback;1.6L;Manual;5;5;Euro 4;Null
845;Petrol;Saloon;2.5L;Automatic;4;5;Euro 4;Null
846;Petrol;Saloon;2.5L;Manual;4;5;Euro 4;Null
847;Petrol;Hatchback;1.6L;Automatic;5;5;Euro 4;Null
848;Petrol;Hatchback;1.5L;Manual;3;5;Euro 4;Null
849;Petrol;Hatchback;1.6L;Manual;5;5;Euro 3;Null
850;Diesel;Hatchback;1.2L;Manual;5;5;Euro 5;Null
851;Petrol;SUV;1.6L;Manual;5;5;Euro 6;Null
853;Diesel;Hatchback;1.4L;Manual;5;5;Euro 6;Null
854;Petrol;Coupe;2.5L;Automatic;2;4;Euro 4;Null
855;Petrol;Hatchback;1.2L;Manual;3;5;Euro 3;Null
856;Petrol;Saloon;4.4L;Automatic;4;5;Euro 3;Null
857;Petrol;Hatchback;1.6L;Manual;3;4;Euro 5;Null
858;Petrol;SUV;1.0L;Automatic;5;5;Euro 6;Full
859;Petrol;Coupe;3.5L;Automatic;2;4;Euro 5;Null
