Index;Fuel type;Body type;Engine;Gearbox;Doors;Seats;Emission;Service history
4116;Diesel;Saloon;2.7L;Automatic;4;5;Euro 4;Null
4117;Petrol;SUV;1.6L;Manual;5;5;Euro 6;Null
4118;Diesel;Saloon;2.1L;Automatic;4;5;Euro 6;Full
4119;Diesel;Hatchback;1.6L;Manual;5;5;Euro 6;Null
4120;Petrol;SUV;1.4L;Manual;5;5;Euro 6;Null
4121;Petrol;Hatchback;1.5L;Automatic;5;5;Euro 6;Null
4123;Diesel;Saloon;2.0L;Automatic;4;5;Euro 6;Null
4124;Diesel;MPV;1.9L;Manual;5;7;Euro 4;Full
4125;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Full
4127;Petrol;Coupe;1.5L;Automatic;2;4;Euro 6;Null
4129;Petrol Hybrid;Hatchback;1.5L;Automatic;5;5;Euro 6;Null
4130;Diesel;MPV;2.0L;Manual;5;7;Euro 6;Null
4131;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
4132;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Full
4133;Petrol;Hatchback;1.3L;Manual;5;5;Euro 6;Null
4134;Diesel;MPV;1.6L;Manual;5;7;Euro 6;Null
4136;Petrol;Hatchback;1.2L;Automatic;5;5;Euro 6;Null
4137;Petrol;Hatchback;1.4L;Manual;3;5;Euro 6;Null
4138;Diesel;Hatchback;2.0L;Automatic;5;5;Euro 5;Null
4139;Petrol;Hatchback;1.6L;Manual;5;5;Euro 5;Full
4140;Diesel;MPV;1.5L;Automatic;5;7;Euro 5;Full
4141;Electric;Hatchback;;Automatic;5;5;Null;
4143;Petrol;Hatchback;1.0L;Manual;5;4;Euro 6;Null
4145;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
4146;Diesel;Hatchback;2.0L;Manual;5;5;Euro 6;Null
4147;Diesel;Hatchback;1.4L;Manual;5;5;Euro 5;Null
4148;Petrol;SUV;1.6L;Manual;5;5;Euro 6;Full
4150;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Null
4151;Petrol;Hatchback;1.6L;Manual;3;4;Euro 5;Null
4152;Petrol;Hatchback;1.0L;Automatic;5;5;Euro 6;Null
4153;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
4155;Petrol;Hatchback;1.0L;Manual;5;4;Euro 6;Null
4158;Petrol;SUV;1.2L;Manual;5;5;Euro 6;Null
4159;Diesel;Hatchback;1.5L;Manual;5;5;Euro 6;Null
4160;Diesel;SUV;2.0L;Automatic;5;5;Euro 6;Null
4162;Petrol;Estate;2.5L;Automatic;5;5;Euro 6;Null
4163;Petrol;Hatchback;1.2L;Manual;5;4;Euro 6;Null
4165;Petrol;SUV;1.2L;Manual;5;5;Euro 6;Full
4168;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
4171;Petrol;Hatchback;1.0L;Manual;5;4;Euro 6;Null
4172;Diesel;Hatchback;1.5L;Manual;3;4;Euro 6;Null
4173;Petrol;SUV;1.5L;Manual;5;5;Euro 6;Null
4174;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
4175;Petrol;SUV;1.6L;Manual;5;5;Euro 6;Null
4176;Diesel;Saloon;2.0L;Automatic;4;5;Euro 6;Null
4177;Diesel;Estate;2.0L;Manual;5;5;Euro 6;Full
4178;Diesel;SUV;2.0L;Automatic;5;5;Euro 6;Null
4179;Petrol;Hatchback;1.3L;Manual;3;5;Euro 6;Full
4180;Diesel;SUV;2.0L;Automatic;5;5;Euro 5;Null
4181;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
4183;Petrol Hybrid;Hatchback;1.5L;Automatic;5;5;Euro 6;Null
4185;Petrol;Coupe;1.5L;Automatic;2;4;Euro 6;Null
4186;Diesel;SUV;3.0L;Automatic;5;5;Euro 5;Null
4187;Diesel;SUV;1.6L;Manual;5;5;Euro 6;Null
4188;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Full
4189;Diesel;MPV;1.6L;Automatic;5;7;Euro 5;Null
4190;Petrol;SUV;1.4L;Manual;5;5;Euro 6;Null
4191;Petrol;SUV;1.0L;Manual;5;5;Euro 6;Null
4192;Petrol;SUV;1.2L;Manual;5;5;Euro 6;Full
4193;Diesel;Hatchback;1.6L;Manual;5;5;Euro 6;Null
4194;Diesel;SUV;1.5L;Manual;5;5;Euro 6;Null
4195;Petrol;Estate;1.6L;Automatic;5;5;Euro 6;Null
4197;Petrol;Coupe;1.5L;Automatic;2;4;Euro 6;Null
4199;Petrol;Hatchback;1.5L;Manual;5;5;Euro 6;Full
4200;Petrol;Hatchback;1.4L;Manual;3;5;Euro 4;Null
4201;Diesel;Hatchback;1.6L;Manual;5;5;Euro 4;Null
4202;Diesel;Convertible;3.0L;Automatic;2;4;Euro 4;Null
4203;Diesel;Hatchback;1.2L;Manual;3;5;Euro 5;Null
4204;Petrol;Hatchback;1.4L;Manual;3;5;Euro 4;Null
4205;Petrol;Convertible;1.6L;Manual;2;4;Euro 4;Null
4206;Petrol;Convertible;1.8L;Manual;2;2;Euro 3;Null
4207;Petrol;Hatchback;1.4L;Manual;5;5;Euro 4;Null
4208;Petrol;Hatchback;1.3L;Manual;3;5;Euro 4;Null
4209;Petrol;Hatchback;1.4L;Manual;5;5;Euro 4;Null
4210;Diesel;MPV;2.0L;Manual;5;7;Euro 5;Null
4211;Petrol;Hatchback;1.5L;Manual;5;5;Euro 6;Full
4214;Petrol;Convertible;1.6L;Manual;2;4;Euro 4;Null
4215;Petrol;Saloon;1.8L;Manual;4;5;Euro 4;Null
4216;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
4217;Petrol;Hatchback;1.4L;Manual;3;5;Euro 3;Null
4218;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Null
4219;Petrol;Hatchback;1.2L;Manual;3;4;Euro 4;Null
4220;Diesel;Hatchback;1.6L;Manual;5;5;Euro 4;Null
4222;Petrol;Hatchback;1.2L;Manual;5;5;Euro 4;Null
4224;Diesel;SUV;2.2L;Manual;5;7;Euro 5;Null
4228;Petrol;Coupe;1.6L;Manual;3;4;Euro 3;Null
4229;Petrol;Hatchback;1.4L;Manual;5;5;Euro 3;Null
4230;Diesel;Hatchback;1.4L;Manual;3;5;Euro 5;Null
4231;Diesel;Estate;2.5L;Automatic;5;5;Euro 4;Null
4232;Petrol;Hatchback;1.6L;Manual;3;5;Euro 5;Null
4233;Petrol;MPV;1.8L;Manual;5;7;Euro 4;Null
4234;Diesel;Hatchback;1.9L;Manual;5;5;Euro 4;Null
4235;Petrol;Convertible;1.4L;Manual;2;2;Euro 4;Null
4236;Diesel;Saloon;1.9L;Manual;4;5;Euro 2;Null
4237;Diesel;SUV;3.0L;Automatic;5;5;Euro 4;Null
4238;Petrol;Hatchback;1.4L;Manual;3;5;Euro 6;Null
4241;Diesel;Saloon;2.0L;Manual;4;5;Euro 5;Null
4242;Petrol;Hatchback;1.2L;Manual;5;5;Euro 4;Null
4243;Petrol;Hatchback;1.2L;Manual;3;5;Euro 5;Null
4244;Petrol;Hatchback;1.4L;Manual;3;5;Euro 5;Null
4245;Diesel;Hatchback;1.7L;Manual;5;5;Euro 4;Null
4246;Diesel;Hatchback;1.7L;Manual;5;5;Euro 5;Null
4247;Petrol;Hatchback;1.6L;Manual;5;5;Euro 5;Null
4248;Petrol;Convertible;1.6L;Manual;2;2;Euro 4;Null
4249;Diesel;Hatchback;1.6L;Manual;3;4;Euro 5;Null
4250;Diesel;Hatchback;1.3L;Manual;5;5;Euro 4;Null
4251;Petrol;Hatchback;2.0L;Manual;5;5;Euro 4;Null
4252;Diesel;SUV;2.2L;Manual;5;7;Euro 5;Null
4253;Diesel;Hatchback;1.6L;Manual;5;5;Euro 6;Null
4256;Diesel;SUV;1.5L;Manual;5;7;Euro 5;Null
4257;Diesel;Hatchback;1.9L;Manual;5;5;Euro 4;Null
4258;Petrol;Hatchback;1.4L;Manual;5;5;Euro 4;Null
4259;Petrol;Hatchback;1.3L;Manual;5;5;Euro 4;Null
4260;Diesel;Hatchback;2.0L;Manual;5;5;Euro 5;Null
4261;Diesel;MPV;2.0L;Manual;5;7;Euro 5;Null
4262;Diesel;MPV;1.6L;Manual;5;5;Euro 5;Null
4263;Petrol;Hatchback;1.4L;Manual;3;4;Euro 5;Null
4264;Diesel;Hatchback;1.6L;Manual;5;5;Euro 6;Null
4265;Petrol;Hatchback;1.2L;Manual;3;5;Euro 5;Null
4266;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Null
4267;Diesel;MPV;2.0L;Manual;5;7;Euro 6;Null
4269;Petrol Hybrid;Hatchback;1.2L;Manual;5;5;Euro 6;Null
4270;Petrol;Hatchback;1.4L;Manual;5;5;Euro 4;Null
4271;Diesel;Saloon;2.1L;Automatic;4;5;Euro 5;Null
4272;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Null
4273;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Null
4274;Petrol;Hatchback;1.4L;Manual;5;5;Euro 6;Full
4275;Diesel;SUV;2.2L;Manual;5;7;Euro 5;Null
4276;Diesel;Hatchback;2.0L;Manual;5;5;Euro 5;Null
4277;Diesel;SUV;2.0L;Manual;5;5;Euro 4;Null
4279;Petrol;Hatchback;1.4L;Manual;3;5;Euro 6;Null
4280;Diesel;SUV;2.2L;Manual;5;7;Euro 5;Null
4283;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
4284;Diesel;Estate;2.4L;Automatic;5;5;Euro 4;Null
4285;Diesel;Hatchback;1.6L;Automatic;5;5;Euro 5;Null
4286;Diesel;MPV;2.0L;Manual;5;5;Euro 3;Null
4287;Diesel;SUV;2.0L;Manual;5;7;Euro 4;Null
4289;Diesel;SUV;1.5L;Manual;5;5;Euro 5;Null
4290;Petrol;Hatchback;2.0L;Manual;5;5;Euro 4;Null
4291;Petrol;Hatchback;1.2L;Manual;5;5;Euro 4;Null
4292;Petrol;Hatchback;1.4L;Automatic;5;5;Euro 3;Null
4293;Petrol;Hatchback;1.4L;Manual;3;5;Euro 6;Null
4294;Diesel;SUV;2.2L;Manual;5;7;Euro 5;Null
4295;Petrol Hybrid;Hatchback;1.2L;Manual;5;5;Euro 6;Null
4297;Petrol;Hatchback;1.5L;Manual;5;5;Euro 6;Full
4298;Petrol;Convertible;1.6L;Manual;2;2;Euro 3;Null
4299;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
4300;Petrol;Hatchback;1.3L;Manual;3;5;Euro 4;Null
4301;Diesel;Hatchback;1.5L;Manual;3;5;Euro 4;Null
4302;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
4303;Diesel;MPV;1.6L;Manual;5;5;Euro 4;Null
4304;Diesel;SUV;2.0L;Manual;5;7;Euro 4;Null
4305;Petrol;Hatchback;1.4L;Manual;5;5;Euro 3;Null
4306;Petrol;Estate;1.4L;Manual;5;5;Euro 4;Null
4307;Petrol;Hatchback;1.4L;Manual;3;5;Euro 5;Null
4308;Petrol;Hatchback;1.4L;Manual;3;5;Euro 5;Null
4309;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
4311;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
4312;Petrol;Hatchback;1.5L;Manual;3;5;Euro 3;Null
4313;Diesel;MPV;1.9L;Manual;5;6;Euro 4;Null
4315;Petrol;Hatchback;1.2L;Manual;3;5;Euro 3;Null
4316;Petrol;Hatchback;1.4L;Manual;5;5;Euro 4;Null
4318;Diesel;SUV;1.6L;Manual;5;5;Euro 4;Null
4320;Petrol;Hatchback;1.2L;Manual;3;4;Euro 5;Null
4321;Petrol;Hatchback;1.2L;Manual;5;5;Euro 4;Null
4322;Diesel;SUV;2.2L;Manual;5;7;Euro 5;Null
4323;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
4325;Diesel;Hatchback;1.6L;Manual;5;5;Euro 6;Null
4326;Diesel;Hatchback;2.0L;Manual;5;5;Euro 5;Null
4327;Petrol;Hatchback;1.8L;Manual;5;5;Euro 4;Null
4328;Diesel;Hatchback;1.6L;Manual;5;5;Euro 5;Null
4329;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
4330;Diesel;Saloon;2.2L;Manual;4;5;Euro 4;Null
4331;Petrol;Hatchback;1.4L;Manual;3;5;Euro 4;Null
4332;Diesel;Coupe;2.0L;Manual;2;4;Euro 5;Null
4333;Petrol;Hatchback;1.4L;Manual;3;4;Euro 4;Null
4334;Diesel;Coupe;2.7L;Automatic;2;4;Euro 4;Null
4335;Petrol;Hatchback;1.8L;Manual;5;5;Euro 4;Null
4336;Petrol;Hatchback;1.4L;Manual;3;5;Euro 6;Null
4337;Diesel;Hatchback;1.6L;Manual;5;5;Euro 6;Null
4339;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
4340;Diesel;Estate;1.9L;Manual;5;5;Euro 3;Null
4341;Petrol;Hatchback;1.4L;Manual;3;5;Euro 5;Null
4342;Diesel;Hatchback;1.7L;Manual;5;5;Euro 4;Null
4343;Diesel;Hatchback;1.8L;Manual;5;5;Euro 4;Null
4345;Diesel;SUV;3.0L;Automatic;5;7;Euro 4;Null
4346;Petrol;Hatchback;1.3L;Manual;5;5;Euro 5;Null
4347;Diesel;Hatchback;2.0L;Manual;5;5;Euro 5;Null
4348;Petrol;Convertible;1.6L;Manual;2;4;Euro 3;Null
4349;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
4350;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Null
4351;Diesel;MPV;2.0L;Manual;5;7;Euro 6;Null
4353;Petrol;Hatchback;1.6L;Manual;5;5;Euro 6;Null
4354;Diesel;Estate;2.0L;Manual;5;5;Euro 5;Null
4355;Petrol;Hatchback;1.3L;Manual;5;5;Euro 4;Null
4356;Petrol;Hatchback;1.2L;Manual;5;5;Euro 4;Null
4357;Diesel;Hatchback;1.5L;Manual;5;5;Euro 5;Null
4358;Petrol;Hatchback;1.0L;Manual;3;4;Euro 4;Null
4359;Petrol;Hatchback;1.4L;Manual;3;5;Euro 4;Null
4360;Diesel;Hatchback;1.5L;Manual;3;5;Euro 4;Null
4361;Diesel;SUV;2.0L;Automatic;5;7;Euro 6;Null
4362;Petrol;Hatchback;1.2L;Manual;3;4;Euro 5;Null
4364;Diesel;SUV;1.5L;Manual;5;5;Euro 5;Null
4365;Petrol;Hatchback;1.6L;Manual;5;5;Euro 6;Null
4367;Diesel;Saloon;2.0L;Manual;4;5;Euro 5;Null
4368;Petrol;Hatchback;1.3L;Manual;5;5;Euro 5;Null
4369;Petrol;Saloon;2.0L;Automatic;4;5;Euro 3;Null
4370;Petrol;Hatchback;1.0L;Manual;5;5;Euro 5;Null
4371;Petrol;Hatchback;1.0L;Manual;5;5;Euro 5;Null
4372;Petrol;Hatchback;1.4L;Manual;3;4;Euro 4;Null
4373;Diesel;Estate;1.6L;Manual;5;5;Euro 6;Full
4374;Petrol;Hatchback;1.6L;Automatic;3;5;Euro 5;Null
4375;Petrol;Hatchback;1.4L;Manual;3;5;Euro 4;Null
4376;Petrol;Hatchback;1.2L;Manual;5;5;Euro 4;Null
4377;Petrol;Hatchback;1.4L;Manual;3;4;Euro 4;Null
4378;Diesel;MPV;2.0L;Manual;5;7;Euro 5;Null
4382;Diesel;Estate;2.0L;Automatic;5;5;Euro 5;Null
4383;Diesel;Hatchback;1.9L;Manual;5;5;Euro 4;Null
4384;Petrol;Hatchback;1.4L;Manual;5;5;Euro 2;Full
4385;Petrol;Convertible;1.4L;Manual;2;2;Euro 4;Full
4386;Petrol;Hatchback;1.6L;Manual;3;5;Euro 4;Null
4387;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Null
4388;Diesel;Estate;2.0L;Manual;5;5;Euro 5;Null
4389;Diesel;Hatchback;1.6L;Manual;5;5;Euro 5;Full
4390;Petrol;Hatchback;1.6L;Automatic;5;5;Euro 4;Null
4391;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
4395;Petrol;Hatchback;1.5L;Manual;5;5;Euro 6;Full
4396;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
4398;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
4399;Diesel;MPV;1.8L;Manual;5;5;Euro 4;Null
4400;Petrol;Hatchback;2.0L;Automatic;5;5;Euro 3;Null
4401;Diesel;Hatchback;1.5L;Manual;5;5;Euro 4;Null
4402;Petrol;Convertible;1.6L;Manual;2;4;Euro 5;Null
4403;Diesel;Saloon;2.0L;Automatic;4;5;Euro 5;Null
4404;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
4405;Diesel;Hatchback;1.4L;Manual;5;5;Euro 4;Null
4406;Diesel;SUV;2.0L;Manual;5;7;Euro 4;Null
4409;Petrol Hybrid;Hatchback;1.2L;Manual;5;5;Euro 6;Null
4410;Diesel;Estate;1.3L;Manual;5;5;Euro 4;Null
4411;Diesel;Hatchback;1.7L;Manual;3;5;Euro 4;Null
4412;Petrol;Coupe;3.0L;Automatic;2;4;Euro 3;Null
4413;Diesel;Hatchback;2.2L;Manual;5;5;Euro 5;Null
4414;Petrol;Hatchback;1.2L;Manual;5;5;Euro 4;Null
4415;Petrol;MPV;1.6L;Manual;5;5;Euro 4;Null
4416;Petrol;Hatchback;1.0L;Manual;5;4;Euro 4;Null
4417;Petrol;Hatchback;1.0L;Manual;5;4;Euro 4;Null
4419;Petrol Hybrid;Coupe;1.5L;Manual;3;4;Euro 5;Null
4421;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
4423;Petrol;Hatchback;1.6L;Manual;5;5;Euro 6;Null
4424;Diesel;Hatchback;1.5L;Manual;5;5;Euro 5;Null
4425;Petrol;Convertible;1.6L;Manual;2;2;Euro 4;Null
4426;Petrol;Hatchback;1.2L;Manual;5;5;Euro 4;Null
4427;Diesel;Estate;2.4L;Automatic;5;5;Euro 4;Null
4428;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Null
4429;Petrol;Saloon;1.8L;Automatic;4;5;Euro 3;Null
4430;Diesel;SUV;1.5L;Manual;5;5;Euro 5;Null
4431;Diesel;Saloon;2.4L;Automatic;4;5;Euro 4;Null
4432;Petrol;Hatchback;1.3L;Manual;5;5;Euro 4;Null
4433;Petrol;Hatchback;1.2L;Manual;3;5;Euro 3;Null
4435;Diesel;Saloon;2.0L;Manual;4;5;Euro 5;Null
4437;Petrol Hybrid;Hatchback;1.2L;Manual;5;5;Euro 6;Null
4438;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
4439;Petrol Hybrid;Saloon;3.5L;Automatic;4;5;Euro 5;Null
4440;Petrol;Hatchback;1.4L;Manual;5;5;Euro 4;Null
4441;Diesel;Hatchback;2.0L;Manual;5;5;Euro 4;Null
4442;Petrol;Hatchback;1.6L;Manual;5;5;Euro 5;Null
4443;Diesel;MPV;1.5L;Manual;5;7;Euro 5;Null
4444;Petrol;Saloon;2.0L;Automatic;4;5;Euro 5;Null
4445;Petrol;Hatchback;1.4L;Manual;3;4;Euro 5;Null
4446;Petrol;Hatchback;1.3L;Manual;5;5;Euro 4;Full
4447;Diesel;Hatchback;1.6L;Manual;5;5;Euro 5;Null
4448;Diesel;SUV;2.0L;Manual;5;7;Euro 4;Null
4449;Petrol Hybrid;Hatchback;1.2L;Manual;5;5;Euro 6;Null
4452;Diesel;Hatchback;2.0L;Manual;5;5;Euro 3;Null
4453;Diesel;Hatchback;1.5L;Manual;5;5;Euro 4;Null
4454;Petrol;Hatchback;1.1L;Manual;5;5;Euro 3;Null
4456;Diesel;Saloon;2.0L;Automatic;4;5;Euro 6;Null
4457;Petrol;Hatchback;1.6L;Automatic;3;5;Euro 3;Null
4459;Petrol;Hatchback;1.3L;Manual;3;5;Euro 4;Null
4460;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
4461;Diesel;SUV;2.0L;Automatic;5;5;Euro 5;Null
4462;Petrol;Hatchback;1.4L;Manual;3;5;Euro 6;Null
4463;Diesel;Saloon;2.0L;Manual;4;5;Euro 5;Null
4465;Petrol;Hatchback;1.6L;Manual;5;5;Euro 6;Null
4466;Diesel;Hatchback;1.3L;Manual;5;5;Euro 5;Null
4467;Petrol;Estate;1.4L;Manual;5;5;Euro 4;Null
4468;Petrol;Saloon;1.6L;Manual;4;;Null;
4469;Diesel;Hatchback;1.6L;Manual;3;5;Euro 4;Null
4470;Diesel;Hatchback;2.0L;Automatic;3;4;Euro 5;Null
4471;Diesel;Hatchback;2.0L;Manual;5;5;Euro 5;Null
4472;Petrol;Convertible;1.6L;Manual;2;4;Euro 3;Null
4473;Diesel;Saloon;2.7L;Automatic;4;5;Euro 4;Null
4474;Petrol;Hatchback;1.6L;Manual;3;4;Euro 3;Null
4475;Petrol;Hatchback;1.8L;Manual;5;5;Euro 4;Null
4476;Diesel;SUV;1.5L;Manual;5;5;Euro 5;Null
4477;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
4480;Petrol;Hatchback;1.0L;Manual;5;5;Euro 5;Full
4481;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
4482;Petrol;Hatchback;1.1L;Manual;5;4;Euro 4;Null
4483;Petrol;Hatchback;1.2L;Manual;3;5;Euro 5;Full
4484;Diesel;SUV;2.0L;Manual;5;7;Euro 4;Null
4485;Petrol;Hatchback;1.2L;Manual;3;4;Euro 5;Null
4486;Diesel;Hatchback;2.0L;Manual;5;5;Euro 5;Null
4487;Petrol;Convertible;1.6L;Automatic;2;4;Euro 3;Null
4488;Diesel;Hatchback;2.0L;Manual;3;5;Euro 5;Null
4490;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Null
4491;Petrol;Hatchback;1.5L;Manual;5;5;Euro 6;Full
4493;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
4494;Petrol;Hatchback;1.2L;Manual;5;5;Euro 4;Null
4495;Diesel;SUV;2.2L;Manual;5;5;Euro 5;Null
4497;Petrol;Hatchback;1.4L;Manual;3;5;Euro 5;Null
4498;Petrol;Saloon;2.5L;Manual;4;5;Euro 4;Null
4499;Diesel;Coupe;2.4L;Manual;3;4;Euro 4;Null
4500;Diesel;Hatchback;1.6L;Manual;3;5;Euro 4;Full
4501;Petrol;Hatchback;1.4L;Manual;3;4;Euro 4;Null
4502;Petrol;Hatchback;1.4L;Manual;3;4;Euro 4;Null
4503;Petrol;Hatchback;1.3L;Manual;3;5;Euro 4;Null
4504;Diesel;SUV;2.0L;Manual;5;5;Euro 4;Null
4505;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
4508;Petrol;Hatchback;1.2L;Manual;5;5;Euro 4;Null
4509;Diesel;Hatchback;1.6L;Manual;5;5;Euro 5;Null
4510;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
4511;Diesel;Hatchback;1.4L;Manual;3;4;Euro 3;Full
4512;Petrol;Hatchback;1.3L;Automatic;5;5;Euro 3;Null
4513;Diesel;SUV;1.6L;Manual;5;5;Euro 4;Null
4514;Petrol;Hatchback;1.6L;Manual;5;5;Euro 5;Null
4515;Petrol;MPV;1.6L;Manual;5;7;Euro 5;Null
4516;Diesel;SUV;2.5L;Manual;5;5;Euro 3;Null
4517;Diesel;Saloon;2.0L;Automatic;4;5;Euro 5;Null
4518;Diesel;MPV;2.0L;Manual;5;7;Euro 5;Null
4522;Petrol;MPV;1.6L;Manual;5;5;Euro 5;Null
4523;Diesel;Estate;1.6L;Manual;5;5;Euro 5;Null
4524;Petrol;Hatchback;1.2L;Manual;5;5;Euro 4;Null
4525;Petrol;Hatchback;1.0L;Manual;3;5;Euro 5;Full
4526;Petrol;Hatchback;1.6L;Manual;3;5;Euro 4;Null
4527;Diesel;Hatchback;2.0L;Manual;3;5;Euro 5;Null
4528;Diesel;Combi Van;1.9L;Manual;5;6;Euro 3;Null
4529;Diesel;Saloon;1.9L;Automatic;4;5;Euro 4;Null
4530;Petrol;Hatchback;1.4L;Manual;5;5;Euro 4;Null
4531;Diesel;Hatchback;1.8L;Manual;5;5;Euro 4;Null
4532;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Null
4533;Petrol;Hatchback;1.5L;Manual;5;5;Euro 6;Full
4535;Diesel;Saloon;2.0L;Manual;4;5;Euro 5;Null
4536;Diesel;Coupe;1.6L;Manual;3;4;Euro 5;Null
4537;Petrol;Saloon;3.5L;Automatic;4;5;Euro 2;Null
4538;Petrol;Hatchback;1.2L;Manual;5;5;Euro 4;Null
4539;Petrol;MPV;2.0L;Automatic;5;5;Euro 4;Null
4540;Diesel;SUV;2.2L;Manual;5;5;Euro 4;Null
4541;Diesel;Saloon;2.4L;Automatic;4;5;Euro 5;Null
4542;Petrol;Hatchback;1.8L;Manual;5;5;Euro 4;Null
4543;Petrol;Hatchback;1.2L;Manual;5;5;Euro 4;Null
4544;Diesel;Hatchback;1.6L;Manual;3;5;Euro 5;Null
4545;Petrol;Hatchback;1.6L;Manual;5;5;Euro 5;Null
4546;Diesel;MPV;2.0L;Manual;5;7;Euro 5;Null
4549;Diesel;Saloon;2.0L;Manual;4;5;Euro 5;Null
4550;Petrol;Hatchback;1.4L;Automatic;3;5;Euro 5;Null
4551;Diesel;Estate;1.6L;Manual;5;5;Euro 4;Null
4552;Petrol;Hatchback;2.0L;Automatic;5;5;Euro 4;Null
4553;Diesel;MPV;1.6L;Manual;5;5;Euro 4;Null
4554;Petrol;Hatchback;1.4L;Manual;3;4;Euro 4;Null
4555;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
4556;Diesel;Hatchback;1.5L;Manual;3;5;Euro 4;Null
4557;Petrol;Hatchback;1.8L;Manual;3;5;Euro 4;Null
4558;Diesel;Hatchback;1.5L;Manual;5;5;Euro 5;Full
4559;Petrol;SUV;1.6L;Manual;5;5;Euro 4;Null
4560;Diesel;SUV;2.2L;Manual;5;7;Euro 5;Null
4561;Diesel;Saloon;2.0L;Manual;4;5;Euro 5;Null
4563;Diesel;Hatchback;1.6L;Manual;5;5;Euro 6;Null
4564;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Null
4565;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
4566;Petrol;Convertible;1.6L;Automatic;2;4;Euro 3;Null
4567;Petrol;Hatchback;1.3L;Manual;3;4;Euro 4;Full
4568;Petrol;Hatchback;1.6L;Manual;5;5;Euro 3;Null
4571;Diesel;Hatchback;1.5L;Manual;5;5;Euro 5;Null
4572;Petrol;Hatchback;1.3L;Manual;3;5;Euro 4;Null
4573;Petrol;Hatchback;1.2L;Manual;3;5;Euro 5;Null
4574;Diesel;SUV;2.0L;Manual;5;5;Euro 4;Null
4575;Diesel;MPV;2.0L;Manual;5;7;Euro 6;Null
4577;Diesel;Saloon;2.0L;Manual;4;5;Euro 5;Null
4578;Petrol;Hatchback;1.2L;Manual;3;4;Euro 4;Null
4579;Diesel;Saloon;2.0L;Manual;4;5;Euro 4;Null
4580;Petrol;Hatchback;1.4L;Automatic;5;5;Euro 3;Null
4581;Diesel;MPV;2.0L;Automatic;5;7;Euro 5;Null
4582;Diesel;SUV;2.2L;Manual;5;5;Euro 5;Null
4583;Diesel;SUV;2.4L;Automatic;5;5;Euro 4;Null
4584;Diesel;Estate;1.6L;Manual;5;5;Euro 4;Full
4585;Diesel;MPV;2.0L;Automatic;5;7;Euro 5;Null
4586;Diesel;Hatchback;1.6L;Manual;5;5;Euro 5;Null
4587;Petrol;Hatchback;1.5L;Manual;3;5;Euro 4;Null
4588;Diesel;MPV;2.0L;Manual;5;7;Euro 5;Null
4589;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
